LVL,FLDNM,KNLESSONLANGNM,ESTB,SYLLABUS_DETAIL_URL,SBJTNM,DOWPD,LCTNM,ID
"2, 3, 4",専門教育科目国文学専攻選択必修Ｃ,日本語,文/人国,detail?ttblyr=2023&entno=98388&lang=jp,国文学史Ⅱ,月2,小川 剛生,98388
"2, 3, 4",専門教育科目国文学専攻選択必修Ｄ,日本語,文/人国,detail?ttblyr=2023&entno=01278&lang=jp,国文学演習Ⅷ（セ）,月2,栗本 賀世子,01278
"2, 3, 4",専門教育科目中国文学専攻選択必修Ａ,日本語,文/人中,detail?ttblyr=2023&entno=10389&lang=jp,中国語学・中国文学演習Ⅳ,月2,須山 哲治,10389
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=98206&lang=jp,英文学演習ⅩⅤ,月2,辺見 葉子,98206
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=95245&lang=jp,英文学演習ⅩⅦ,月2,アルヴィ宮本 なほ子,95245
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=00999&lang=jp,英文学演習ⅩⅩⅠ,月2,趙 泰昊,00999
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=96624&lang=jp,英文学演習Ⅸ,月2,冨樫 剛,96624
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=65808&lang=jp,英語学Ⅸ,月2,多々良 直弘,65808
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=65315&lang=jp,英文学Ⅰ,月2,高橋 勇,65315
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=98259&lang=jp,英文学ⅩⅢ,月2,松本 朗,98259
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=06853&lang=jp,英文学演習Ⅹ,月2,冨樫 剛,06853
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=09719&lang=jp,英文学演習ⅩⅥ,月2,辺見 葉子,09719
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=08674&lang=jp,英文学演習ⅩⅧ,月2,アルヴィ宮本 なほ子,08674
"2, 3, 4",専門教育科目英米文学専攻選択必修Ａ,日本語,文/人英,detail?ttblyr=2023&entno=10575&lang=jp,英文学演習ⅩⅩⅡ,月2,趙 泰昊,10575
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=07659&lang=jp,英語学Ⅹ,月2,多々良 直弘,07659
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=08693&lang=jp,英文学ⅩⅣ,月2,松本 朗,08693
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=08689&lang=jp,英文学Ⅱ,月2,高橋 勇,08689
"2, 3, 4",専門教育科目独文学専攻選択必修Ｄ,日本語,文/人独,detail?ttblyr=2023&entno=62699&lang=jp,ドイツ文化史Ⅰ,月2,川島 建太郎,62699
"2, 3, 4",専門教育科目独文学専攻選択必修Ｄ,日本語,文/人独,detail?ttblyr=2023&entno=62703&lang=jp,ドイツ文化史Ⅱ,月2,川島 建太郎,62703
"2, 3, 4",専門教育科目仏文学専攻基礎コース（必修Ａ）,日本語,文/人仏,detail?ttblyr=2023&entno=02040&lang=jp,フランス語学演習Ⅰ（Ｚ）,月2,大嶌 健太郎,02040
"2, 3, 4",専門教育科目仏文学専攻研究会（１，２，３）,日本語,文/人仏,detail?ttblyr=2023&entno=98919&lang=jp,フランス語学文学研究会Ⅰ,月2,岑村 傑,98919
"2, 3, 4",専門教育科目仏文学専攻研究会（１，２，３）,日本語,文/人仏,detail?ttblyr=2023&entno=97305&lang=jp,フランス語学文学研究会Ⅲ,月2,岑村 傑,97305
"2, 3, 4",専門教育科目仏文学専攻基礎コース（必修Ａ）,日本語,文/人仏,detail?ttblyr=2023&entno=05546&lang=jp,フランス語学演習Ⅱ（Ｚ）,月2,大嶌 健太郎,05546
"2, 3, 4",専門教育科目仏文学専攻研究会（１，２，３）,日本語,文/人仏,detail?ttblyr=2023&entno=06600&lang=jp,フランス語学文学研究会Ⅱ,月2,岑村 傑,06600
"2, 3, 4",専門教育科目仏文学専攻研究会（４）,日本語,文/人仏,detail?ttblyr=2023&entno=06944&lang=jp,フランス語学文学研究会Ⅳ,月2,岑村 傑,06944
"2, 3, 4",専門教育科目図書館・情報学専攻情報メディアコース（必修）(11学則) / 専門教育科目図書館・情報学専攻情報管理コース（必修）(11学則) / 専門教育科目図書館・情報学専攻情報検索コース（選択）(11学則) / 専門教育科目図書館・情報学専攻図書館コース（選択）(11学則) / 専門教育科目図書館・情報学専攻図書館コース（必修）(11学則),日本語,文/人図,detail?ttblyr=2023&entno=65019&lang=jp,情報メディア概説,月2,倉田 敬子,65019
"2, 3, 4",専門教育科目図書館・情報学専攻情報メディアコース（必修）(11学則) / 専門教育科目図書館・情報学専攻情報管理コース（選択）(11学則) / 専門教育科目図書館・情報学専攻情報検索コース（選択）(11学則) / 専門教育科目図書館・情報学専攻図書館コース（選択）(11学則),日本語,文/人図,detail?ttblyr=2023&entno=96696&lang=jp,学術情報メディア論,月2,倉田 敬子,96696
"2, 3",専門教育科目心理学専攻必修Ｂ,日本語,文/人心,detail?ttblyr=2023&entno=05822&lang=jp,心理学研究法,月2,川畑 秀明 他,05822
"2, 3, 4",専門教育科目教育学専攻選択必修,日本語,文/人教,detail?ttblyr=2023&entno=07242&lang=jp,教育学特殊Ⅴ,月2,綾井 桜子,07242
"2, 3, 4",専門教育科目教育学専攻指定選択科目,日本語,文/人教,detail?ttblyr=2023&entno=10245&lang=jp,教育学文献研究Ⅵ,月2,綾井 桜子 他,10245
"2, 3, 4",専門教育科目人間科学専攻必修（Ⅰ類）,日本語,文/人人,detail?ttblyr=2023&entno=60552&lang=jp,人間科学基礎,月2,織田 輝哉,60552
"2, 3, 4",専門教育科目人間科学専攻選択必修（Ⅲ類）,日本語,文/人人,detail?ttblyr=2023&entno=64232&lang=jp,人間科学特殊ⅩⅩⅩＡ（伝統文化と開発）,月2,後藤 絵美,64232
"2, 3, 4",専門教育科目人間科学専攻必修（Ⅰ類）,日本語,文/人人,detail?ttblyr=2023&entno=60567&lang=jp,人間科学研究法基礎,月2,稲葉 昭英 他,60567
"2, 3, 4",専門教育科目人間科学専攻卒業研究,日本語,文/人人,detail?ttblyr=2023&entno=64649&lang=jp,人間科学卒業研究,月2,平石 界 他,64649
1,必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=14137&lang=jp,英語Ⅰ中級,月3,小泉 有加,14137
1,必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=16178&lang=jp,英語Ⅰ中級,月3,内田 大貴,16178
1,必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=66692&lang=jp,英語Ⅰ中級,月3,細野 香里,66692
1,必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=63799&lang=jp,英語Ⅰ中級発展,月3,ヤング， ジェローム,63799
1,必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=68953&lang=jp,英語Ⅰ上級,月3,タイ， ワンチェン,68953
"2, 3, 4",必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=00028&lang=jp,英語Ⅲ中級（セ）,月3,趙 泰昊,00028
"2, 3, 4",必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=95298&lang=jp,英語Ⅲ中級発展（セ）,月3,三馬 志伸,95298
"2, 3, 4",必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=98024&lang=jp,英語Ⅲ上級（セ）,月3,若澤 佑典,98024
1,必修語学科目ドイツ語,日本語,文/人文,detail?ttblyr=2023&entno=26213&lang=jp,ドイツ語Ⅰ（Ａ）,月3,平田 栄一朗,26213
1,必修語学科目ドイツ語,日本語,文/人文,detail?ttblyr=2023&entno=66248&lang=jp,ドイツ語Ⅰ（Ｃ）,月3,アインス， ヴィーラント,66248
1,必修語学科目ドイツ語,日本語,文/人文,detail?ttblyr=2023&entno=66487&lang=jp,ドイツ語Ⅰ（Ａ）,月3,西尾 宇広,66487
1,必修語学科目ドイツ語,日本語,文/人文,detail?ttblyr=2023&entno=66525&lang=jp,ドイツ語Ⅰ（Ｂ）,月3,滝藤 早苗,66525
1,必修語学科目ドイツ語,その他,文/人文,detail?ttblyr=2023&entno=67780&lang=jp,ドイツ語Ⅰ中級（Ｃ）,月3,クリーク， ブリギッテ,67780
"2, 3, 4",必修語学科目ドイツ語,日本語,文/人文,detail?ttblyr=2023&entno=65186&lang=jp,ドイツ語Ⅲ（Ａ）（セ）,月3,石見 舟,65186
"2, 3, 4",必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=02331&lang=jp,フランス語ⅢＡ（セ）,月3,高橋 俊幸,02331
"2, 3, 4",必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=59222&lang=jp,フランス語ⅢＢ（セ）,月3,菅沼 潤,59222
1,必修語学科目中国語,日本語,文/人文,detail?ttblyr=2023&entno=67039&lang=jp,中国語Ⅰ（Ｂ）,月3,山下 紘嗣,67039
1,必修語学科目中国語,日本語,文/人文,detail?ttblyr=2023&entno=67589&lang=jp,中国語Ⅰ（Ｂ）,月3,松川 育代,67589
1,必修語学科目イタリア語,日本語,文/人文,detail?ttblyr=2023&entno=67168&lang=jp,イタリア語Ⅰ（Ａ）,月3,長谷川 悠里,67168
"2, 3, 4",必修語学科目イタリア語,その他,文/人文,detail?ttblyr=2023&entno=81845&lang=jp,イタリア語ⅢＢ（セ）,月3,サリス， ファリエーロ,81845
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=41087&lang=jp,芸術文化論Ⅰ,月3,津田 眞弓 他,41087
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=32268&lang=jp,歴史Ⅰ,月3,新井 和広,32268
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=62003&lang=jp,歴史Ⅰ,月3,多和田 雅保,62003
1,総合教育科目社会科学系列,日本語,文/人文,detail?ttblyr=2023&entno=15994&lang=jp,社会学Ⅰ,月3,小野 竜史,15994
1,総合教育科目社会科学系列,日本語,文/人文,detail?ttblyr=2023&entno=83171&lang=jp,政治学Ⅰ,月3,姜 テユン,83171
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=21829&lang=jp,化学Ⅰ（実験を含む）,"月3,4",井奥 洪二,21829
"2, 3, 4",総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=97090&lang=jp,基礎化学,月3,岡本 昌樹,97090
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=30927&lang=jp,生物学Ⅰ（実験を含む）,"月3,4",古川 亮平,30927
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=31960&lang=jp,生物学Ⅰ（実験を含む）,"月3,4",福澤 利彦,31960
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=40427&lang=jp,生物学Ⅰ（実験を含む）,"月3,4",福山 欣司,40427
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=62735&lang=jp,生物学Ⅰ（実験を含む）,"月3,4",坪川 達也,62735
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=52006&lang=jp,物理学Ⅰ（実験を含む）,"月3,4",河本 祥一,52006
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=76613&lang=jp,物理学Ⅰ（実験を含む）,"月3,4",下村 裕,76613
1,総合教育科目系列外語学以外,日本語,文/人文,detail?ttblyr=2023&entno=13255&lang=jp,総合教育セミナーⅠ(骨に聞く、骨を読む：四肢体幹の骨),月3,河野 礼子,13255
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=14099&lang=jp,現代芸術論,月3,高桑 和巳,14099
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=12039&lang=jp,現代生物学概論,月3,荒井 緑 他,12039
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=53218&lang=jp,女性学,月3,三浦 麻美,53218
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=04087&lang=jp,地域文化論Ⅲ,月3,熊野谷 葉子 他,04087
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=14122&lang=jp,地域文化論Ⅰ,月3,綾部 麻美,14122
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=34017&lang=jp,表象文化論Ⅰ,月3,新島 進 他,34017
"2, 3, 4",専門教育科目,日本語,文/人文,detail?ttblyr=2023&entno=05292&lang=jp,イタリア文学演習Ⅰ,月3,藤谷 道夫,05292
"2, 3, 4",専門教育科目,英語,文/人文,detail?ttblyr=2023&entno=02881&lang=jp,言語学特殊ⅩⅦ,月3,テーボルト， ジョセフ Ｒ．,02881
"2, 3, 4",専門教育科目,日本語,文/人文,detail?ttblyr=2023&entno=01482&lang=jp,自然科学研究会Ⅰ,月3,倉石 立,01482
"2, 3, 4",専門教育科目,日本語,文/人文,detail?ttblyr=2023&entno=95374&lang=jp,ラテン語文献講読Ⅲ,月3,小池 和子,95374
1,必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=14357&lang=jp,英語Ⅱ中級,月3,小泉 有加,14357
1,必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=16182&lang=jp,英語Ⅱ中級,月3,内田 大貴,16182
1,必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=66707&lang=jp,英語Ⅱ中級,月3,細野 香里,66707
1,必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=65749&lang=jp,英語Ⅱ中級発展,月3,ヤング， ジェローム,65749
1,必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=68274&lang=jp,英語Ⅱ上級,月3,タイ， ワンチェン,68274
"2, 3, 4",必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=01120&lang=jp,英語Ⅳ中級（セ）,月3,趙 泰昊,01120
"2, 3, 4",必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=95302&lang=jp,英語Ⅳ中級発展（セ）,月3,三馬 志伸,95302
"2, 3, 4",必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=96878&lang=jp,英語Ⅳ上級（セ）,月3,若澤 佑典,96878
1,必修語学科目ドイツ語,日本語,文/人文,detail?ttblyr=2023&entno=64321&lang=jp,ドイツ語Ⅱ（Ａ）,月3,平田 栄一朗,64321
1,必修語学科目ドイツ語,日本語,文/人文,detail?ttblyr=2023&entno=65237&lang=jp,ドイツ語Ⅱ（Ａ）,月3,西尾 宇広,65237
1,必修語学科目ドイツ語,日本語,文/人文,detail?ttblyr=2023&entno=66252&lang=jp,ドイツ語Ⅱ（Ｃ）,月3,アインス， ヴィーラント,66252
1,必修語学科目ドイツ語,日本語,文/人文,detail?ttblyr=2023&entno=66530&lang=jp,ドイツ語Ⅱ（Ｂ）,月3,滝藤 早苗,66530
1,必修語学科目ドイツ語,その他,文/人文,detail?ttblyr=2023&entno=67450&lang=jp,ドイツ語Ⅱ中級（Ｃ）,月3,クリーク， ブリギッテ,67450
"2, 3, 4",必修語学科目ドイツ語,日本語,文/人文,detail?ttblyr=2023&entno=65205&lang=jp,ドイツ語Ⅳ（Ａ）（セ）,月3,石見 舟,65205
"2, 3, 4",必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=02346&lang=jp,フランス語ⅣＡ（セ）,月3,高橋 俊幸,02346
"2, 3, 4",必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=60548&lang=jp,フランス語ⅣＢ（セ）,月3,菅沼 潤,60548
1,必修語学科目中国語,日本語,文/人文,detail?ttblyr=2023&entno=67043&lang=jp,中国語Ⅱ（Ｂ）,月3,山下 紘嗣,67043
1,必修語学科目中国語,日本語,文/人文,detail?ttblyr=2023&entno=67593&lang=jp,中国語Ⅱ（Ｂ）,月3,松川 育代,67593
1,必修語学科目イタリア語,日本語,文/人文,detail?ttblyr=2023&entno=67172&lang=jp,イタリア語Ⅱ（Ａ）,月3,長谷川 悠里,67172
"2, 3, 4",必修語学科目イタリア語,その他,文/人文,detail?ttblyr=2023&entno=81850&lang=jp,イタリア語ⅣＢ（セ）,月3,サリス， ファリエーロ,81850
1,総合教育科目人文科学系列,英語,文/人文,detail?ttblyr=2023&entno=41091&lang=jp,芸術文化論Ⅱ,月3,津田 眞弓 他,41091
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=60565&lang=jp,美術Ⅱ,月3,小池 智子,60565
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=84622&lang=jp,美術Ⅱ,月3,高松 麻里,84622
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=01481&lang=jp,歴史Ⅱ,月3,多和田 雅保,01481
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=61595&lang=jp,歴史Ⅱ,月3,新井 和広,61595
1,総合教育科目人文科学系列特論,日本語,文/人文,detail?ttblyr=2023&entno=14228&lang=jp,人文科学特論Ⅱ（東洋史）,月3,長谷部 史彦,14228
1,総合教育科目社会科学系列,日本語,文/人文,detail?ttblyr=2023&entno=82141&lang=jp,政治学Ⅱ,月3,姜 テユン,82141
1,総合教育科目社会科学系列特論,日本語,文/人文,detail?ttblyr=2023&entno=27186&lang=jp,社会科学特論Ⅱ（社会学）,月3,小倉 康嗣,27186
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=22074&lang=jp,化学Ⅱ（実験を含む）,"月3,4",井奥 洪二,22074
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=23157&lang=jp,生物学Ⅱ（実験を含む）,"月3,4",古川 亮平,23157
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=39609&lang=jp,生物学Ⅱ（実験を含む）,"月3,4",福山 欣司,39609
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=41060&lang=jp,生物学Ⅱ（実験を含む）,"月3,4",坪川 達也,41060
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=71019&lang=jp,生物学Ⅱ（実験を含む）,"月3,4",福澤 利彦,71019
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=50367&lang=jp,物理学Ⅱ（実験を含む）,"月3,4",河本 祥一,50367
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=76580&lang=jp,物理学Ⅱ（実験を含む）,"月3,4",下村 裕,76580
1,総合教育科目系列外語学以外,日本語,文/人文,detail?ttblyr=2023&entno=13260&lang=jp,総合教育セミナーⅡ(骨に聞く、骨を読む：手足と頭の骨),月3,河野 礼子,13260
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=12502&lang=jp,現代芸術論,月3,高桑 和巳,12502
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=16603&lang=jp,地域文化論Ⅱ,月3,綾部 麻美,16603
