LVL,FLDNM,KNLESSONLANGNM,ESTB,SYLLABUS_DETAIL_URL,SBJTNM,DOWPD,LCTNM,ID
1,総合教育科目人文科学系列特論,日本語,文/人文,detail?ttblyr=2023&entno=26510&lang=jp,人文科学特論Ⅱ（美術）,金3,内藤 正人,26510
1,総合教育科目社会科学系列,日本語,文/人文,detail?ttblyr=2023&entno=41610&lang=jp,地理学Ⅱ,金3,長田 進,41610
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=30640&lang=jp,生物学Ⅱ（実験を含む）,"金3,4",渡辺 愛子,30640
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=40910&lang=jp,生物学Ⅱ（実験を含む）,"金3,4",上村 佳孝,40910
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=65772&lang=jp,生物学Ⅱ（実験を含む）,"金3,4",新屋 みのり,65772
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=27038&lang=jp,地学Ⅱ,金3,中村 修子,27038
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=31458&lang=jp,物理学Ⅱ（実験を含む）,"金3,4",新田 宗土,31458
"2, 3, 4",総合教育科目系列外語学,日本語,文/人文,detail?ttblyr=2023&entno=10063&lang=jp,スペイン語中級Ⅱ,金3,安藤 万奈,10063
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=64977&lang=jp,宗教学Ⅱ,金3,志田 雅宏,64977
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=53533&lang=jp,女性学,金3,西山 千恵子,53533
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=13839&lang=jp,地域文化論Ⅱ,金3,工藤 由美,13839
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=80483&lang=jp,東アジア宗教文化概論Ⅳ,金3,岡本 一平,80483
"2, 3, 4",専門教育科目,英語,文/人文,detail?ttblyr=2023&entno=14528&lang=jp,言語学特殊ⅩⅧ,金3,タンクレディ， クリストファー Ｄ．,14528
"2, 3, 4",専門教育科目,日本語,文/人文,detail?ttblyr=2023&entno=99733&lang=jp,博物館学実習Ⅳ（Ａ）,金3,杉村 浩哉 他,99733
"2, 3, 4",専門教育科目哲学専攻専門コース　選択必修Ｂ,日本語,文/人哲,detail?ttblyr=2023&entno=97229&lang=jp,哲学原典研究Ⅲ（仏）,金3,縣 由衣子,97229
"2, 3, 4",専門教育科目哲学専攻専門コース　選択必修Ｂ,日本語,文/人哲,detail?ttblyr=2023&entno=09059&lang=jp,哲学原典研究Ⅳ（仏）,金3,荒金 直人 他,09059
"2, 3, 4",専門教育科目日本史学専攻選択必修Ｃ,日本語,文/人日,detail?ttblyr=2023&entno=65650&lang=jp,日本史演習ⅠＡ（セ）,金3,中野渡 俊治,65650
"2, 3, 4",専門教育科目日本史学専攻選択必修Ｃ,日本語,文/人日,detail?ttblyr=2023&entno=64744&lang=jp,日本史演習ⅡＡ（セ）,金3,中野渡 俊治,64744
"2, 3, 4",専門教育科目東洋史学専攻必修Ｃ,日本語,文/人東,detail?ttblyr=2023&entno=50813&lang=jp,東洋史概説Ⅵ,金3,藤木 健二,50813
"2, 3, 4",専門教育科目東洋史学専攻選択必修Ａ,日本語,文/人東,detail?ttblyr=2023&entno=05326&lang=jp,東洋史特殊ⅠＩ,金3,高井 康行,05326
"2, 3, 4",専門教育科目東洋史学専攻必修Ｃ,日本語,文/人東,detail?ttblyr=2023&entno=65793&lang=jp,東洋史概説Ⅴ,金3,藤木 健二,65793
"2, 3, 4",専門教育科目東洋史学専攻選択必修Ａ,日本語,文/人東,detail?ttblyr=2023&entno=04645&lang=jp,東洋史特殊ⅡＧ,金3,池田 昭光,04645
"2, 3, 4",専門教育科目東洋史学専攻選択必修Ａ,日本語,文/人東,detail?ttblyr=2023&entno=05823&lang=jp,東洋史特殊ⅡＩ,金3,新居 洋子,05823
"2, 3, 4",専門教育科目西洋史学専攻研究会（３年生）,日本語,文/人西,detail?ttblyr=2023&entno=95871&lang=jp,西洋史研究会Ⅰ（Ｅ）（３年）（セ）,金3,赤江 雄一,95871
"2, 3, 4",専門教育科目西洋史学専攻研究会（３年生）,日本語,文/人西,detail?ttblyr=2023&entno=96882&lang=jp,西洋史研究会Ⅱ（Ｅ）（３年）（セ）,金3,赤江 雄一,96882
"2, 3, 4",専門教育科目国文学専攻研究会,日本語,文/人国,detail?ttblyr=2023&entno=01244&lang=jp,国文学研究会Ⅰ（Ｂ）（セ）,金3,栗本 賀世子,01244
"2, 3, 4",専門教育科目国文学専攻研究会,日本語,文/人国,detail?ttblyr=2023&entno=07075&lang=jp,国文学研究会Ⅰ（Ｄ）（セ）,金3,小川 剛生,07075
"2, 3, 4",専門教育科目国文学専攻研究会,日本語,文/人国,detail?ttblyr=2023&entno=97692&lang=jp,国文学研究会Ⅰ（Ｆ）（セ）,金3,岡田 一祐,97692
"2, 3, 4",専門教育科目国文学専攻研究会,日本語,文/人国,detail?ttblyr=2023&entno=97711&lang=jp,国文学研究会Ⅰ（Ｃ）（セ）,金3,恋田 知子,97711
"2, 3, 4",専門教育科目国文学専攻研究会,日本語,文/人国,detail?ttblyr=2023&entno=97999&lang=jp,国文学研究会Ⅰ（Ｅ）（セ）,金3,石川 透,97999
"2, 3, 4",専門教育科目国文学専攻研究会,日本語,文/人国,detail?ttblyr=2023&entno=98297&lang=jp,国文学研究会Ⅰ（Ａ）（セ）,金3,合山 林太郎,98297
"2, 3, 4",専門教育科目国文学専攻研究会,日本語,文/人国,detail?ttblyr=2023&entno=98407&lang=jp,国文学研究会Ⅰ（Ｇ）（セ）,金3,小平 麻衣子,98407
"2, 3, 4",専門教育科目国文学専攻研究会,日本語,文/人国,detail?ttblyr=2023&entno=01259&lang=jp,国文学研究会Ⅱ（Ｂ）（セ）,金3,栗本 賀世子,01259
"2, 3, 4",専門教育科目国文学専攻研究会,日本語,文/人国,detail?ttblyr=2023&entno=05694&lang=jp,国文学研究会Ⅱ（Ｄ）（セ）,金3,小川 剛生,05694
"2, 3, 4",専門教育科目国文学専攻研究会,日本語,文/人国,detail?ttblyr=2023&entno=97707&lang=jp,国文学研究会Ⅱ（Ｆ）（セ）,金3,岡田 一祐,97707
"2, 3, 4",専門教育科目国文学専攻研究会,日本語,文/人国,detail?ttblyr=2023&entno=97726&lang=jp,国文学研究会Ⅱ（Ｃ）（セ）,金3,恋田 知子,97726
"2, 3, 4",専門教育科目国文学専攻研究会,日本語,文/人国,detail?ttblyr=2023&entno=97984&lang=jp,国文学研究会Ⅱ（Ａ）（セ）,金3,合山 林太郎,97984
"2, 3, 4",専門教育科目国文学専攻研究会,日本語,文/人国,detail?ttblyr=2023&entno=98005&lang=jp,国文学研究会Ⅱ（Ｅ）（セ）,金3,石川 透,98005
"2, 3, 4",専門教育科目国文学専攻研究会,日本語,文/人国,detail?ttblyr=2023&entno=98411&lang=jp,国文学研究会Ⅱ（Ｇ）（セ）,金3,小平 麻衣子,98411
"2, 3, 4",専門教育科目中国文学専攻選択必修Ａ,日本語,文/人中,detail?ttblyr=2023&entno=03668&lang=jp,中国語学・中国文学演習ⅩⅠ,金3,西端 彩,03668
"2, 3, 4",専門教育科目中国文学専攻選択必修Ａ,日本語,文/人中,detail?ttblyr=2023&entno=10030&lang=jp,中国語学・中国文学演習ⅩⅡ,金3,西端 彩,10030
"2, 3, 4",専門教育科目英米文学専攻必修Ｂ,日本語,文/人英,detail?ttblyr=2023&entno=94727&lang=jp,英語音声学Ⅰ,金3,金子 育世,94727
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=03979&lang=jp,英語学Ⅲ,金3,八木橋 宏勇,03979
"2, 3, 4",専門教育科目英米文学専攻必修Ｂ,日本語,文/人英,detail?ttblyr=2023&entno=09886&lang=jp,英語音声学Ⅱ,金3,金子 育世,09886
"2, 3, 4",専門教育科目英米文学専攻指定選択科目,日本語,文/人英,detail?ttblyr=2023&entno=08598&lang=jp,英語学Ⅳ,金3,八木橋 宏勇,08598
"2, 3, 4",専門教育科目独文学専攻選択必修Ｄ,日本語,文/人独,detail?ttblyr=2023&entno=96165&lang=jp,演劇・メディア研究Ⅰ,金3,平田 栄一朗,96165
"2, 3, 4",専門教育科目独文学専攻選択必修Ｄ,日本語,文/人独,detail?ttblyr=2023&entno=09632&lang=jp,演劇・メディア研究Ⅱ,金3,平田 栄一朗,09632
"2, 3, 4",専門教育科目仏文学専攻基礎コース（必修Ａ）,日本語,文/人仏,detail?ttblyr=2023&entno=65812&lang=jp,フランス語表現演習Ⅰ（Ｚ）,金3,石井 珠江,65812
"2, 3, 4",専門教育科目仏文学専攻専門コース（選択必修Ｃ）,日本語,文/人仏,detail?ttblyr=2023&entno=97931&lang=jp,フランス文学演習ⅠＢ,金3,築山 和也,97931
"2, 3, 4",専門教育科目仏文学専攻基礎コース（必修Ａ）,日本語,文/人仏,detail?ttblyr=2023&entno=06246&lang=jp,フランス語表現演習Ⅱ（Ｚ）,金3,石井 珠江,06246
"2, 3, 4",専門教育科目仏文学専攻専門コース（選択必修Ｃ）,日本語,文/人仏,detail?ttblyr=2023&entno=06098&lang=jp,フランス文学演習ⅡＢ,金3,築山 和也,06098
"2, 3, 4",専門教育科目社会学専攻選択必修,日本語,文/人社,detail?ttblyr=2023&entno=98521&lang=jp,社会学特殊Ⅸ,金3,柏木 陽 他,98521
"2, 3, 4",専門教育科目社会学専攻選択必修,日本語,文/人社,detail?ttblyr=2023&entno=96643&lang=jp,都市社会学Ⅰ,金3,近森 高明,96643
"2, 3, 4",専門教育科目社会学専攻指定選択科目（研究会３年生）,日本語,文/人社,detail?ttblyr=2023&entno=65884&lang=jp,社会学研究会Ⅰ（３年）,金3,岡田 あおい,65884
"2, 3, 4",専門教育科目社会学専攻選択必修,日本語,文/人社,detail?ttblyr=2023&entno=99532&lang=jp,社会心理学特殊Ⅸ,金3,正木 誠子,99532
"2, 3, 4",専門教育科目社会学専攻選択必修,日本語,文/人社,detail?ttblyr=2023&entno=11036&lang=jp,都市社会学Ⅱ,金3,近森 高明,11036
"2, 3, 4",専門教育科目社会学専攻選択必修,日本語,文/人社,detail?ttblyr=2023&entno=11423&lang=jp,文化人類学特殊Ⅵ,金3,林 史樹,11423
"2, 3, 4",専門教育科目社会学専攻指定選択科目（研究会３年生）,日本語,文/人社,detail?ttblyr=2023&entno=02929&lang=jp,社会学研究会Ⅱ（３年）,金3,岡田 あおい,02929
"2, 3, 4",専門教育科目教育学専攻必修Ａ,日本語,文/人教,detail?ttblyr=2023&entno=03027&lang=jp,教育学原典講読Ⅰ,金3,川本 哲也,03027
"2, 3, 4",専門教育科目教育学専攻必修Ａ,日本語,文/人教,detail?ttblyr=2023&entno=03706&lang=jp,教育学原典講読Ⅰ,金3,綾井 桜子,03706
"2, 3, 4",専門教育科目教育学専攻必修Ａ,日本語,文/人教,detail?ttblyr=2023&entno=03725&lang=jp,教育学原典講読Ⅰ,金3,藤澤 啓子,03725
"2, 3, 4",専門教育科目教育学専攻必修Ａ,日本語,文/人教,detail?ttblyr=2023&entno=97119&lang=jp,教育学原典講読Ⅰ,金3,渡邊 福太郎,97119
"2, 3, 4",専門教育科目教育学専攻必修Ａ,日本語,文/人教,detail?ttblyr=2023&entno=08932&lang=jp,教育学原典講読Ⅱ,金3,渡邊 福太郎,08932
"2, 3, 4",専門教育科目教育学専攻必修Ａ,日本語,文/人教,detail?ttblyr=2023&entno=10302&lang=jp,教育学原典講読Ⅱ,金3,川本 哲也,10302
"2, 3, 4",専門教育科目教育学専攻必修Ａ,日本語,文/人教,detail?ttblyr=2023&entno=10924&lang=jp,教育学原典講読Ⅱ,金3,綾井 桜子,10924
"2, 3, 4",専門教育科目教育学専攻必修Ａ,日本語,文/人教,detail?ttblyr=2023&entno=10939&lang=jp,教育学原典講読Ⅱ,金3,藤澤 啓子,10939
"2, 3, 4",専門教育科目人間科学専攻選択必修（Ⅲ類）,日本語,文/人人,detail?ttblyr=2023&entno=19458&lang=jp,人間科学特殊ⅡＡ（現代家族の社会学）,金3,稲葉 昭英,19458
1,必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=65787&lang=jp,英語Ⅰ中級,金4,ロ・ディコ， マウロ,65787
1,必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=64910&lang=jp,英語Ⅰ中級発展,金4,辻 秀雄,64910
"2, 3, 4",必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=02953&lang=jp,英語Ⅲ中級（セ）,金4,藤田 元,02953
"2, 3, 4",必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=03543&lang=jp,英語Ⅲ中級（セ）,金4,宇沢 美子,03543
"2, 3, 4",必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=03998&lang=jp,英語Ⅲ中級（セ）,金4,田嶋 圭一,03998
"2, 3, 4",必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=04368&lang=jp,英語Ⅲ最上級（セ）,金4,三好 力,04368
"2, 3, 4",必修語学科目ドイツ語,日本語,文/人文,detail?ttblyr=2023&entno=98230&lang=jp,ドイツ語Ⅲ（Ｋ）（セ）,金4,グラスミュック， マルクス,98230
1,必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=67699&lang=jp,フランス語Ⅰ（Ｂ）,金4,大嶌 健太郎,67699
1,必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=68054&lang=jp,フランス語Ⅰ（Ｂ）,金4,設楽 聡子,68054
1,必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=68437&lang=jp,フランス語Ⅰ（Ｂ）,金4,能登 省二,68437
1,必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=69122&lang=jp,フランス語Ⅰ（Ｂ）,金4,上杉 誠,69122
"2, 3, 4",必修語学科目フランス語,日本語,文/人文,detail?ttblyr=2023&entno=04100&lang=jp,フランス語ⅢＡ（セ）,金4,大谷 理奈,04100
1,必修語学科目中国語,日本語,文/人文,detail?ttblyr=2023&entno=93953&lang=jp,中国語Ⅰ上級（B）,金4,劉 渇氷,93953
"2, 3, 4",必修語学科目中国語,日本語,文/人文,detail?ttblyr=2023&entno=00142&lang=jp,中国語ⅢＢ（セ）,金4,文 光茹,00142
1,必修語学科目スペイン語,日本語,文/人文,detail?ttblyr=2023&entno=66362&lang=jp,スペイン語Ⅰ（Ｃ）,金4,コルメナ　ロメロ， ロベルト,66362
"2, 3, 4",必修語学科目スペイン語,日本語,文/人文,detail?ttblyr=2023&entno=03304&lang=jp,スペイン語Ⅲ（Ａ）（セ）,金4,金子 奈美,03304
"2, 3, 4",必修語学科目韓国語,日本語,文/人文,detail?ttblyr=2023&entno=06686&lang=jp,韓国語Ⅲ（Ａ）（セ）,金4,金 秀美,06686
"2, 3, 4",必修語学科目韓国語,日本語,文/人文,detail?ttblyr=2023&entno=23384&lang=jp,韓国語Ⅲ（Ｂ）（セ）,金4,李 瓊,23384
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=27755&lang=jp,音楽Ⅰ,金4,岡田 安樹浩,27755
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=31230&lang=jp,哲学Ⅰ,金4,内山 真莉子,31230
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=60637&lang=jp,美術Ⅰ,金4,金山 弘昌,60637
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=11570&lang=jp,文学Ⅰ,金4,若澤 佑典,11570
1,総合教育科目人文科学系列,日本語,文/人文,detail?ttblyr=2023&entno=60144&lang=jp,倫理学Ⅰ,金4,西川 耕平,60144
1,総合教育科目社会科学系列,英語,文/人文,detail?ttblyr=2023&entno=35271&lang=jp,地理学Ⅰ,金4,白 迎玖,35271
1,総合教育科目社会科学系列,日本語,文/人文,detail?ttblyr=2023&entno=41294&lang=jp,地理学Ⅰ,金4,長田 進,41294
1,総合教育科目社会科学系列,日本語,文/人文,detail?ttblyr=2023&entno=60474&lang=jp,法学Ⅰ（憲法を含む）,金4,橋爪 英輔,60474
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=28269&lang=jp,生物学Ⅰ（実験を含む）,"金3,4",上村 佳孝,28269
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=30380&lang=jp,生物学Ⅰ（実験を含む）,"金3,4",新屋 みのり,30380
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=61906&lang=jp,生物学Ⅰ（実験を含む）,"金3,4",渡辺 愛子,61906
1,総合教育科目自然科学系列,日本語,文/人文,detail?ttblyr=2023&entno=00629&lang=jp,物理学Ⅰ（実験を含む）,"金3,4",新田 宗土,00629
"2, 3, 4",総合教育科目系列外語学以外,日本語,文/人文,detail?ttblyr=2023&entno=95939&lang=jp,映画演劇論Ⅲ,金4,宮下 寛司,95939
1,総合教育科目系列外語学以外,英語,文/人文,detail?ttblyr=2023&entno=07894&lang=jp,科学と環境Ⅰ,金4,フラキ， アントニノ,07894
1,総合教育科目系列外語学以外,日本語,文/人文,detail?ttblyr=2023&entno=37477&lang=jp,基礎情報処理（Ａ）,金4,藤巻 峻,37477
"2, 3, 4",総合教育科目系列外語学,英語,文/人文,detail?ttblyr=2023&entno=05163&lang=jp,英語インテンシブⅢＡ（セ）,金4,ヤング， ジェローム,05163
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=23798&lang=jp,地域文化論Ⅲ,金4,相原 健志,23798
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=63143&lang=jp,中国事情,金4,段 瑞聡,63143
1,総合教育科目系列外教授会の認める,日本語,文/人文,detail?ttblyr=2023&entno=75731&lang=jp,フランス事情Ⅰ,金4,川村 文重 他,75731
"2, 3, 4",専門教育科目,日本語,文/人文,detail?ttblyr=2023&entno=00688&lang=jp,言語学概論Ⅴ,金4,内堀 朝子,00688
"2, 3, 4",専門教育科目,日本語,文/人文,detail?ttblyr=2023&entno=64099&lang=jp,博物館学実習Ⅲ（Ｂ）,金4,杉村 浩哉 他,64099
"2, 3, 4",専門教育科目,日本語,文/人文,detail?ttblyr=2023&entno=66159&lang=jp,仏教学概論Ⅰ,金4,山野 千恵子,66159
1,必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=66123&lang=jp,英語Ⅱ中級,金4,ロ・ディコ， マウロ,66123
1,必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=64924&lang=jp,英語Ⅱ中級発展,金4,辻 秀雄,64924
"2, 3, 4",必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=03558&lang=jp,英語Ⅳ中級（セ）,金4,宇沢 美子,03558
"2, 3, 4",必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=03672&lang=jp,英語Ⅳ中級（セ）,金4,田嶋 圭一,03672
"2, 3, 4",必修語学科目英語,日本語,文/人文,detail?ttblyr=2023&entno=04918&lang=jp,英語Ⅳ中級（セ）,金4,藤田 元,04918
"2, 3, 4",必修語学科目英語,英語,文/人文,detail?ttblyr=2023&entno=04372&lang=jp,英語Ⅳ最上級（セ）,金4,三好 力,04372
